year,temperature(c)
1982-07, 28.2
1983-07, 27.6
1984-07, 27.2
1985-07, 27
1986-07, 27.9
1987-07, 28.1
1988-07, 27.3
1989-07, 27.7
1990-07, 27.5
1991-07, 28.5
1992-07, 27.3
1993-07, 27.9
1994-07, 28.4
1995-07, 28
1996-07, 28.3
1997-07, 28.8
1998-07, 28.1
1999-07, 27.8
2000-07, 28.1
2001-07, 28.4
2002-07, 28.4
2003-07, 28.1
2004-07, 27.3
2005-07, 28
2006-07, 28.4
