year,temperature(c)
1982-04, 27
1983-04, 29.4
1984-04, 27.3
1985-04, 27.5
1986-04, 27.4
1987-04, 27.9
1988-04, 27.8
1989-04, 27
1990-04, 28.5
1991-04, 27.7
1992-04, 28.4
1993-04, 27.6
1994-04, 27.9
1995-04, 27.9
1996-04, 27.8
1997-04, 28.1
1998-04, 29.2
1999-04, 28.3
2000-04, 27.5
2001-04, 27.7
2002-04, 28.6
2003-04, 27.9
2004-04, 28.9
2005-04, 28.7
2006-04, 27.6
