year,temperature(c)
1992-03, 28.2
1993-03, 26.7
1994-03, 26.8
1995-03, 27.6
1996-03, 27.8
1997-03, 28.1
1998-03, 29.5
1999-03, 27.1
2000-03, 27.2
2001-03, 27.5
2002-03, 28.2
2003-03, 28.1
2004-03, 27.7
2005-03, 28.5
2006-03, 28.3
2007-03, 27.5
2008-03, 26.5
2009-03, 27.2
2010-03, 28.6
2011-03, 27.1
2012-03, 27
2013-03, 28.3
2014-03, 27.9
2015-03, 28.2
2016-03, 29
2017-03, 27.4
2018-03, 28
